months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital-gains,capital-loss,incident_date,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,incident_type_Multi-vehicle Collision,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_?,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,policy_year
69,26,593390,2006-03-24,IL,2000,924.72,0,437688,FEMALE,High School,unmarried,0,0,2015-01-07,1,NY,14,1,NO,2,2,NO,63120,5260,10520,47340,2008,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2006
38,28,970607,1995-03-28,OH,1000,1019.44,0,437387,MALE,Masters,not-in-family,0,-39700,2015-02-10,0,NC,17,1,?,2,1,NO,7200,1440,720,5040,2004,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1995
328,46,174701,1996-06-19,IL,500,1314.6,0,458139,FEMALE,MD,not-in-family,24800,0,2015-02-23,1,WV,0,1,?,2,3,?,70290,12780,6390,51120,1998,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1996
281,43,529398,1993-06-16,OH,1000,1515.18,6000000,443191,MALE,College,other-relative,0,0,2015-01-09,1,SC,21,3,NO,1,0,NO,60190,9260,9260,41670,1999,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1993
246,44,940942,2001-07-11,OH,2000,1649.18,0,613647,MALE,College,other-relative,0,-58600,2015-02-22,1,NY,18,1,YES,1,2,YES,61380,11160,5580,44640,2009,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2001
298,49,442677,2008-11-22,OH,500,1451.01,0,460820,FEMALE,College,own-child,47800,0,2015-02-21,1,NY,17,1,NO,2,2,NO,28100,2810,5620,19670,2012,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2008
330,50,365364,2002-12-28,IL,1000,978.46,0,431121,FEMALE,High School,husband,0,0,2015-02-04,1,NY,19,1,YES,0,0,NO,49060,8920,8920,31220,1995,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2002
362,50,114839,2006-01-01,IL,500,1198.34,4000000,619735,MALE,Associate,wife,53000,-72500,2015-01-07,1,NY,17,3,?,1,1,NO,57060,6340,6340,44380,1995,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2006
241,38,872734,1990-05-19,IN,2000,1003.23,0,470485,FEMALE,Associate,not-in-family,0,0,2015-01-17,1,VA,23,3,?,0,3,YES,77880,12980,12980,51920,2008,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1990
245,41,267885,2013-08-26,IN,2000,1212.0,0,620473,MALE,Masters,unmarried,24400,-60500,2015-01-28,1,NY,4,1,YES,0,1,YES,73500,7350,14700,51450,1999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013
371,52,740505,1997-10-12,IL,1000,1242.96,7000000,449800,FEMALE,High School,own-child,0,-37100,2015-02-22,1,NY,2,2,YES,2,0,?,88920,6840,13680,68400,2010,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997
343,52,629663,2002-01-21,IL,1000,1053.02,0,602402,FEMALE,Associate,not-in-family,0,0,2015-02-16,1,NY,2,1,?,0,2,NO,47630,12990,4330,30310,2005,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2002
377,53,839884,1996-09-02,IL,500,1693.63,0,452456,FEMALE,MD,unmarried,0,-64000,2015-02-17,1,WV,10,3,YES,1,3,NO,59040,6560,6560,45920,2015,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996
154,37,241562,2010-01-28,IL,1000,2047.59,0,439269,FEMALE,MD,other-relative,0,-67800,2015-01-09,1,SC,2,1,?,0,3,NO,79530,14460,7230,57840,2000,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2010
166,34,405533,2014-10-03,OH,1000,1083.72,0,617774,FEMALE,High School,wife,65600,-68200,2015-02-09,1,NY,18,1,NO,0,2,YES,53680,4880,4880,43920,2005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2014
298,46,667021,2007-05-02,OH,1000,1138.42,6000000,477678,MALE,JD,own-child,36900,-55000,2015-02-16,1,SC,18,1,NO,2,3,YES,33550,3050,6100,24400,2005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2007
235,42,511621,1990-09-22,IN,500,1072.62,0,444913,FEMALE,Masters,husband,39900,-60200,2015-02-18,1,WV,7,4,?,2,1,YES,69100,6910,6910,55280,2006,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1990
172,35,476923,2004-09-19,IL,2000,1219.04,0,456602,MALE,MD,own-child,63600,-68700,2015-01-11,1,OH,19,3,?,2,0,NO,79750,14500,14500,50750,1999,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2004
27,28,735822,1995-08-28,IN,2000,1371.78,0,451560,MALE,JD,other-relative,0,-32500,2015-02-04,1,PA,10,3,?,0,2,YES,53600,5360,10720,37520,2015,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995
428,54,492745,2004-02-04,IN,2000,1506.21,0,453407,MALE,Masters,unmarried,0,-24400,2015-01-22,1,NY,16,3,NO,1,0,?,76560,12760,6380,57420,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2004
99,32,130930,2014-07-23,IN,1000,1058.21,3000000,618655,MALE,JD,unmarried,0,0,2015-01-10,1,NY,17,1,YES,1,1,NO,41130,4570,4570,31990,1999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014
107,26,261119,1997-03-21,IL,2000,932.14,0,612550,MALE,MD,own-child,40600,0,2015-01-10,1,SC,2,3,NO,2,3,NO,78650,14300,7150,57200,1996,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997
272,41,280709,1991-05-06,OH,2000,1608.34,0,466718,FEMALE,Associate,own-child,33300,-10600,2015-02-16,1,NY,19,1,?,1,1,?,71060,6460,12920,51680,2010,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1991
151,37,898573,1992-08-07,IN,1000,1728.56,0,617947,FEMALE,Masters,own-child,54000,0,2015-02-08,1,WV,0,1,YES,1,1,?,38830,3530,3530,31770,1999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1992
249,43,547802,2013-09-03,IL,1000,1518.46,0,606238,FEMALE,MD,own-child,0,0,2015-01-26,1,SC,16,1,?,0,0,YES,53500,5350,5350,42800,2015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013
177,38,600845,2012-01-05,IL,2000,1540.19,0,463842,FEMALE,College,other-relative,0,-74500,2015-02-01,1,VA,20,1,YES,2,0,NO,73700,7370,7370,58960,2001,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012
190,40,390381,2007-01-27,OH,2000,965.21,0,610354,FEMALE,JD,other-relative,36900,-53700,2015-02-02,0,SC,10,1,?,2,1,YES,6300,630,630,5040,2001,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2007
174,36,629918,2005-10-14,IL,2000,1278.75,0,461328,FEMALE,College,own-child,53200,-53800,2015-02-06,1,NY,21,3,?,2,2,NO,65400,10900,10900,43600,2012,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005
95,28,208298,1990-11-03,OH,1000,773.99,0,458727,MALE,Associate,other-relative,0,-70300,2015-01-01,0,PA,3,1,YES,1,2,NO,3200,640,320,2240,2014,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1990
371,51,513099,2005-10-15,IN,1000,1532.47,0,452587,FEMALE,Associate,other-relative,60300,-24700,2015-01-19,1,NY,7,1,YES,0,3,YES,75400,7540,15080,52780,2012,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2005
2,28,184938,1999-05-22,IL,1000,1340.56,0,433184,FEMALE,JD,not-in-family,0,0,2015-01-17,1,NY,19,1,YES,0,2,YES,58140,6460,6460,45220,2008,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1999
269,44,187775,2002-12-21,OH,500,1297.75,4000000,451280,FEMALE,JD,own-child,0,-41400,2015-02-01,1,SC,15,3,?,0,1,?,98670,15180,15180,68310,2010,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002
101,27,326322,2007-02-10,IL,1000,433.33,0,603269,MALE,Masters,other-relative,25900,0,2015-01-02,0,SC,7,1,?,0,3,NO,5900,1180,590,4130,2009,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2007
94,30,146138,2002-03-01,IN,2000,1025.54,0,442632,FEMALE,High School,other-relative,0,-52600,2015-02-20,1,NC,19,1,?,1,3,YES,64100,6410,6410,51280,2001,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2002
117,28,336047,2003-04-21,OH,500,1264.77,0,447300,FEMALE,Associate,unmarried,47500,-32500,2015-02-05,1,SC,13,2,YES,0,1,?,55440,5040,10080,40320,2009,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003
111,27,532330,2002-09-22,OH,500,1459.97,5000000,441783,MALE,MD,other-relative,0,0,2015-02-27,1,SC,2,3,NO,1,2,NO,80850,7350,14700,58800,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2002
242,40,118137,1998-02-10,OH,500,1238.65,0,468702,FEMALE,High School,husband,0,-44600,2015-01-27,1,WV,5,1,YES,1,1,NO,7480,680,680,6120,1998,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1998
440,61,212674,1992-09-01,OH,500,1050.76,0,467942,MALE,PhD,wife,41500,-70200,2015-01-26,1,OH,21,1,?,2,3,NO,53640,5960,5960,41720,2004,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1992
20,23,935596,1999-05-01,OH,1000,1711.72,0,463678,FEMALE,JD,wife,0,0,2015-01-13,1,SC,21,3,NO,2,2,NO,63250,5750,11500,46000,2002,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999
461,57,737593,1997-12-19,IL,500,865.33,7000000,615220,FEMALE,High School,own-child,0,0,2015-01-14,1,NY,7,3,NO,0,1,?,59040,9840,9840,39360,1995,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1997
208,36,812025,2000-06-18,IL,500,1153.49,0,432711,MALE,Associate,other-relative,0,0,2015-02-22,1,SC,16,3,YES,1,0,YES,50500,10100,5050,35350,2004,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000
279,43,168151,1995-04-24,OH,2000,1281.25,0,463583,MALE,Associate,other-relative,0,0,2015-01-17,1,SC,13,1,YES,0,1,NO,57690,6410,12820,38460,2010,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1995
244,40,594739,2006-06-16,IL,500,1342.8,0,439502,FEMALE,MD,husband,0,0,2015-02-02,1,NY,2,1,YES,1,3,YES,5940,660,660,4620,2014,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2006
134,30,843227,2007-09-28,OH,2000,1443.32,0,613287,FEMALE,PhD,unmarried,0,0,2015-01-07,1,SC,19,3,?,0,2,YES,47790,5310,5310,37170,1995,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2007
122,29,283925,1991-11-21,OH,1000,1629.94,0,620104,FEMALE,Masters,other-relative,0,-47100,2015-02-02,0,SC,17,1,?,0,1,NO,3850,350,350,3150,2014,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1991
156,31,475588,1996-09-21,IL,2000,1134.08,0,446895,MALE,PhD,husband,0,0,2015-02-07,1,NC,3,1,?,2,0,?,59000,5900,5900,47200,2013,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1996
232,43,751905,2001-05-16,OH,500,1483.91,8000000,431531,MALE,College,husband,0,-33600,2015-01-18,1,NY,17,3,NO,0,1,?,70600,7060,14120,49420,2013,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2001
244,40,226725,1999-08-11,IN,2000,1304.67,7000000,605408,MALE,Masters,other-relative,0,-45000,2015-01-10,1,SC,5,3,?,1,1,?,61490,5590,11180,44720,2001,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1999
84,30,942504,2003-06-16,IL,2000,1035.79,0,457551,FEMALE,MD,wife,44400,-51500,2015-01-30,1,SC,9,1,NO,1,0,YES,57640,5240,10480,41920,2010,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2003
394,57,395572,1999-03-30,IL,500,1401.2,0,619892,FEMALE,High School,own-child,51500,0,2015-01-25,1,NC,9,1,NO,1,0,NO,6890,1060,1060,4770,1999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1999
246,45,889883,1999-02-03,IL,1000,1665.45,0,445853,MALE,JD,wife,34400,-33100,2015-01-29,1,PA,9,3,?,2,2,?,53280,11840,5920,35520,2006,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1999
35,29,818167,2011-08-25,IN,2000,653.66,0,475483,FEMALE,JD,unmarried,52100,-46900,2015-02-24,1,SC,22,3,NO,0,0,?,78300,15660,7830,54810,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011
156,37,277767,2010-06-28,OH,500,1080.13,0,606290,MALE,Associate,other-relative,0,-61000,2015-01-04,1,PA,15,3,YES,0,3,NO,41490,4610,4610,32270,2001,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2010
195,36,842618,2001-11-06,IN,2000,1346.18,0,611852,FEMALE,Associate,wife,57800,-53300,2015-02-25,1,SC,14,3,YES,2,3,YES,68970,12540,6270,50160,2007,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2001
369,55,577810,2013-04-15,OH,2000,1589.54,0,444734,MALE,College,husband,55400,0,2015-01-27,1,VA,6,3,?,2,0,YES,85300,17060,8530,59710,2003,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013
271,40,873114,1995-12-07,IL,1000,1251.65,0,433683,FEMALE,Associate,wife,71200,0,2015-02-19,0,NY,6,1,NO,0,0,NO,3080,560,280,2240,2012,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1995
332,47,994538,1991-11-01,IL,2000,1083.01,0,448882,MALE,MD,other-relative,91900,0,2015-01-31,1,WV,22,4,YES,2,0,?,71760,11040,11040,49680,2010,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1991
107,26,727792,2014-05-19,OH,500,974.59,0,466838,FEMALE,JD,wife,62800,0,2015-01-18,1,NY,14,3,?,1,0,NO,59700,11940,11940,35820,2002,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014
217,39,522506,1992-03-15,IL,2000,1399.85,0,605490,FEMALE,Masters,other-relative,49900,-19800,2015-01-10,1,NY,16,3,NO,0,2,?,64920,10820,10820,43280,1997,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1992
243,43,367595,2006-02-03,IN,500,1307.74,0,466137,FEMALE,Associate,own-child,0,-75700,2015-01-28,1,SC,10,3,?,0,1,NO,37530,4170,4170,29190,2008,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006
296,42,586104,2003-03-16,IN,2000,1219.27,0,466970,MALE,Associate,husband,53100,-63400,2015-02-16,1,WV,9,3,YES,1,2,NO,64080,7120,7120,49840,2012,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2003
264,41,424862,2002-10-16,OH,500,1411.3,0,474801,MALE,PhD,unmarried,55600,0,2015-02-08,1,PA,4,1,NO,1,0,?,60390,10980,5490,43920,2004,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2002
108,33,512813,1990-01-27,IL,2000,694.45,0,450703,FEMALE,JD,not-in-family,0,0,2015-01-20,1,WV,6,3,?,0,1,YES,64350,5850,11700,46800,2011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1990
32,38,356768,2010-03-11,IL,500,1006.77,6000000,478172,FEMALE,College,own-child,0,0,2015-02-06,1,SC,15,3,YES,2,1,YES,70900,14180,7090,49630,1997,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010
259,39,330506,1995-09-19,OH,1000,1422.36,0,604668,FEMALE,JD,unmarried,0,-83900,2015-01-24,1,PA,12,3,NO,1,3,?,46560,7760,7760,31040,2012,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1995
186,33,779075,2010-02-27,IN,1000,1348.32,0,469429,FEMALE,Associate,wife,37600,-37600,2015-01-14,1,NY,3,1,NO,2,1,?,4730,860,860,3010,2013,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2010
201,40,799501,1991-12-28,OH,2000,1315.56,0,471806,FEMALE,PhD,not-in-family,0,0,2015-02-18,1,SC,14,1,YES,0,0,YES,6820,1240,1240,4340,2003,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1991
436,58,987905,2002-04-30,OH,2000,1407.01,5000000,475705,MALE,PhD,other-relative,47400,-27600,2015-01-10,1,WV,10,1,?,0,2,?,59900,11980,5990,41930,1997,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2002
189,36,967756,2007-04-28,OH,2000,1388.58,0,459122,FEMALE,MD,own-child,0,-49400,2015-02-13,1,WV,17,3,?,1,3,YES,79560,13260,13260,53040,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007
105,33,830414,1996-07-08,IL,500,1310.76,0,476737,FEMALE,High School,not-in-family,0,-40900,2015-02-17,1,VA,8,1,YES,0,1,?,70290,12780,6390,51120,2008,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1996
163,31,127313,2002-04-01,IN,1000,1004.63,6000000,460359,MALE,JD,not-in-family,26900,0,2015-01-07,1,SC,14,3,YES,2,0,NO,63910,5810,11620,46480,1999,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002
219,40,786957,2006-10-29,OH,500,1134.91,0,452735,FEMALE,Associate,not-in-family,68700,0,2015-01-29,0,SC,6,1,?,1,0,NO,6400,640,640,5120,1997,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2006
88,25,332892,2007-10-25,IN,1000,1194.0,0,613583,FEMALE,JD,husband,0,0,2015-02-13,1,SC,6,1,YES,1,2,YES,66780,7420,7420,51940,2013,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2007
40,39,448642,2001-03-28,IN,1000,1248.25,4000000,605692,FEMALE,College,own-child,0,-33300,2015-02-01,1,VA,8,1,NO,0,2,?,8760,1460,1460,5840,2013,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2001
284,42,526039,1995-05-04,OH,500,1338.54,-1000000,438178,MALE,Associate,wife,0,0,2015-01-29,1,NC,13,1,YES,0,1,?,94160,8560,17120,68480,1996,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1995
59,40,444422,2011-09-28,IL,2000,782.23,0,449221,MALE,College,other-relative,64200,-32300,2015-02-06,1,OH,0,3,?,0,2,NO,51570,5730,11460,34380,2010,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011
39,31,689500,2003-01-28,IL,2000,1366.9,0,459322,FEMALE,High School,husband,0,-15700,2015-01-28,1,NC,14,3,?,1,0,NO,52700,10540,10540,31620,2014,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003
147,34,806081,2011-02-01,IL,1000,1275.81,0,472657,MALE,High School,wife,0,-48300,2015-01-21,1,NY,13,1,YES,2,2,?,101010,15540,15540,69930,1998,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2011
156,37,384618,1993-02-09,IN,500,1090.65,0,608331,MALE,High School,unmarried,0,-51800,2015-01-16,1,NC,16,4,?,1,2,YES,53400,5340,5340,42720,2010,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993
123,31,756459,2005-08-05,IN,500,1326.0,0,438546,FEMALE,Associate,wife,0,-54600,2015-02-17,1,SC,13,1,?,1,2,NO,72120,12020,12020,48080,2009,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2005
231,43,655787,2006-06-17,IL,2000,972.47,0,441981,MALE,College,wife,0,-58100,2015-02-01,1,PA,15,3,YES,2,2,YES,77100,7710,15420,53970,2010,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006
247,39,419954,1993-12-07,IL,500,806.31,0,602177,FEMALE,College,wife,0,0,2015-02-25,1,SC,3,1,?,2,3,?,3300,600,0,2700,2003,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1993
194,35,275092,2012-03-14,IL,500,1416.24,0,441659,FEMALE,MD,not-in-family,0,0,2015-02-26,0,WV,7,1,YES,1,0,?,5940,1080,540,4320,2003,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2012
119,27,515698,1997-08-05,IN,2000,1097.64,0,614812,MALE,High School,other-relative,27100,0,2015-02-06,1,PA,16,2,NO,1,0,?,63720,7080,21240,35400,2006,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997
259,43,132871,2009-07-05,IL,500,947.75,0,458470,FEMALE,Masters,not-in-family,0,-39300,2015-02-03,1,SC,15,1,NO,1,3,NO,7680,1280,640,5760,2008,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2009
107,31,714929,1994-11-25,IL,2000,1018.73,5000000,469646,MALE,Associate,own-child,20000,-82700,2015-01-27,1,NY,21,3,YES,1,2,?,93730,14420,21630,57680,2001,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1994
48,44,297816,1997-02-03,IL,2000,1400.74,0,611118,MALE,College,other-relative,34000,-55600,2015-01-21,1,NC,23,3,YES,0,2,?,87300,17460,17460,52380,2013,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997
267,40,426708,2009-10-09,IL,500,1155.53,5000000,465158,MALE,JD,wife,0,-35200,2015-01-24,1,NY,5,1,?,0,2,NO,5670,1260,630,3780,1997,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2009
286,47,615047,2002-11-20,IN,500,1386.93,0,457130,MALE,High School,husband,54100,-77600,2015-01-17,1,NY,15,3,YES,0,0,NO,65800,13160,6580,46060,2001,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002
175,34,771236,1995-05-29,OH,500,915.29,0,607893,FEMALE,JD,wife,82400,-57100,2015-02-23,1,NY,14,1,?,2,1,YES,36720,4080,4080,28560,2009,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1995
111,29,235869,2011-01-22,IL,500,1239.55,2000000,464736,FEMALE,PhD,own-child,0,0,2015-01-09,1,SC,1,1,?,1,1,YES,52800,4800,9600,38400,1996,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2011
151,37,931625,2012-10-18,IN,500,1366.42,0,476198,FEMALE,Associate,unmarried,44000,0,2015-02-15,1,SC,14,3,NO,1,2,YES,59100,5910,5910,47280,1998,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012
156,37,371635,1991-10-13,OH,1000,1086.48,6000000,444903,MALE,Associate,unmarried,0,-53800,2015-01-16,1,NY,17,3,?,1,1,YES,77440,14080,7040,56320,1999,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991
165,36,427199,2010-10-01,IL,2000,1247.87,0,464336,MALE,Masters,husband,0,-39700,2015-01-14,1,NY,20,3,NO,2,2,NO,45700,4570,4570,36560,2008,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010
253,41,261315,2013-04-10,OH,2000,1312.75,0,471453,FEMALE,PhD,other-relative,81300,0,2015-01-01,1,SC,10,3,NO,2,2,YES,80740,7340,14680,58720,2014,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013
10,26,582973,2008-06-11,IN,2000,765.64,0,466191,MALE,MD,not-in-family,0,-22200,2015-02-16,1,SC,3,3,?,0,3,?,31350,2850,5700,22800,2001,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2008
158,33,278091,2013-12-04,OH,2000,1327.41,0,440930,FEMALE,Associate,other-relative,0,-38600,2015-01-04,1,SC,0,1,?,0,0,?,35000,3500,7000,24500,2012,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2013
436,59,153154,2010-08-21,OH,1000,1338.55,0,430380,MALE,PhD,own-child,39000,0,2015-01-12,1,WV,10,3,?,2,2,NO,68000,13600,6800,47600,2014,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010
91,30,515217,2010-06-18,IL,2000,1316.63,8000000,613178,FEMALE,Masters,unmarried,43900,0,2015-01-08,1,SC,13,3,YES,2,0,?,84500,13000,13000,58500,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010
256,42,860497,1992-04-10,IL,1000,1286.44,0,460564,FEMALE,MD,wife,0,-39500,2015-01-22,1,WV,14,1,NO,2,1,?,75500,7550,15100,52850,1998,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1992
274,46,351741,1997-02-03,OH,1000,1372.18,0,439929,MALE,High School,not-in-family,0,0,2015-01-13,1,WV,22,3,NO,1,3,?,90600,15100,15100,60400,2009,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1997
275,45,403737,1991-12-06,IN,2000,1447.77,0,605756,FEMALE,Associate,wife,39400,-63900,2015-01-18,1,VA,8,3,YES,1,1,?,64320,5360,10720,48240,1998,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1991
1,33,162004,1995-09-19,IL,500,903.32,0,451184,FEMALE,High School,not-in-family,0,0,2015-01-19,1,NY,1,3,?,1,0,?,31700,6340,3170,22190,2006,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1995
85,30,740384,1993-10-29,IN,1000,1454.42,0,459588,MALE,Associate,other-relative,51600,-73900,2015-01-31,1,NY,19,1,YES,0,1,YES,74280,12380,12380,49520,2006,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1993
233,37,876714,1991-11-03,IL,2000,1603.42,0,616637,FEMALE,High School,wife,61600,-30200,2015-02-06,1,NY,17,1,YES,0,2,YES,80520,13420,6710,60390,2005,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1991
142,30,951543,2002-07-09,IN,2000,1616.58,0,447979,MALE,JD,husband,58500,-46800,2015-02-04,1,SC,13,3,YES,0,3,YES,63600,6360,12720,44520,2010,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002
266,44,576723,1999-12-07,IL,500,1611.83,0,460176,MALE,High School,husband,0,0,2015-01-02,1,WV,4,1,?,1,2,YES,32800,3280,3280,26240,2012,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1999
350,50,391003,2005-07-01,OH,500,889.13,0,459429,FEMALE,Masters,other-relative,0,0,2015-02-26,1,PA,14,3,NO,0,2,NO,44190,9820,4910,29460,2015,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005
97,26,225865,1991-11-04,IL,1000,1252.08,0,465456,MALE,College,not-in-family,0,0,2015-02-08,1,VA,4,2,YES,2,2,NO,50400,10080,5040,35280,2000,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991
